id,Revenue,1,2,3,4,5,6,7,8,9
ORDX9333,1380,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX9334,843,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX9335,1114,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9336,326,Curry,Lamb Biryani,,,,,,,
ORDX9337,1394,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9338,761, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,,
ORDX9339,1340,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX9340,1338,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX9341,497,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9342,828,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,,,,
ORDX9343,498,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX9344,1377,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9345,1293,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,
ORDX9346,539,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,
ORDX9347,492,Curry,Lamb Biryani,,,,,,,
ORDX9348,938,Plain Rice,Bhuna - Chicken, ,Curry,Vindaloo - Prawn,,,,
ORDX9349,1082,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX9350,952,Plain Rice,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX9351,1375,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9352,1312,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9353,1345,House white wine 75cl,Curry,,,,,,,
ORDX9354,1241,Plain Rice,Curry,,,,,,,
ORDX9355,747,Plain Rice,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX9356,576,Plain Rice,House white wine 75cl,Curry,,,,,,
ORDX9357,1208,Plain Rice,Lamb Biryani,,,,,,,
ORDX9358,1141,House white wine 75cl,Curry,Lamb Biryani,,,,,,
ORDX9359,633,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9360,1369,Bhuna - Chicken,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX9361,1202,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9362,797,Plain Rice,Curry,Lamb Biryani,,,,,,
ORDX9363,1215, ,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX9364,1064,Plain Rice, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,,
ORDX9365,583,Chicken Tikka Balti,Lamb Biryani,,,,,,,
ORDX9366,1206,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Korma - Lamb,,,
ORDX9367,1351,Plain Rice,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX9368,898,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,,,,,
ORDX9369,858,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9370,992,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX9371,870,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9372,1359,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9373,602,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,,
ORDX9374,943,Bhuna - Chicken,Curry,,,,,,,
ORDX9375,1142,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,,
ORDX9376,830,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX9377,545,Bhuna - Chicken, ,Special Fried Rice,Lamb Biryani,,,,,
ORDX9378,1289,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,
ORDX9379,1261,Lamb Biryani,Vindaloo - Prawn,,,,,,,
ORDX9380,1369,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,,,
ORDX9381,1180,Plain Rice,Bhuna - Chicken,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9382,1180,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,,,,
ORDX9383,1072,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9384,850, ,Curry,Korma - Lamb,,,,,,
ORDX9385,1090,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,,,
ORDX9386,1067,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,
ORDX9387,1041,Plain Rice,Curry,,,,,,,
ORDX9388,683,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX9389,413, ,Curry,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9390,719,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX9391,834,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,,,,,
ORDX9392,987,Plain Rice, ,,,,,,,
ORDX9393,535,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX9394,1207,Bhuna - Chicken,Chicken Tikka Balti,,,,,,,
ORDX9395,456,Plain Rice,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9396,747,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,,,,
ORDX9397,819,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9398,671, ,Special Fried Rice,,,,,,,
ORDX9399,509,Bhuna - Chicken,Special Fried Rice,Korma - Lamb,,,,,,
ORDX9400,835,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,
ORDX9401,1206,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX9402,1151,Bhuna - Chicken,House white wine 75cl,,,,,,,
ORDX9403,1119,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX9404,1191,Plain Rice,Curry,,,,,,,
ORDX9405,1290,Special Fried Rice,Curry,,,,,,,
ORDX9406,744,Plain Rice, ,Special Fried Rice,Curry,Vindaloo - Prawn,,,,
ORDX9407,1340, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9408,849,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX9409,795,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX9410,898, ,Vindaloo - Prawn,,,,,,,
ORDX9411,1305,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX9412,897,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Curry,Vindaloo - Prawn,,,,
ORDX9413,482,Chicken Tikka Balti, ,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX9414,663,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,
ORDX9415,772,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,,
ORDX9416,1395,Plain Rice, ,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX9417,1382,Plain Rice,Lamb Biryani,,,,,,,
ORDX9418,493, ,Korma - Lamb,,,,,,,
ORDX9419,1181,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,
ORDX9420,1034,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,
ORDX9421,583,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Lamb Biryani,,,,
ORDX9422,1251,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX9423,417,Plain Rice,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,,,,
ORDX9424,704,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,,,,
ORDX9425,903, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,
ORDX9426,1229,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,,,,,,
ORDX9427,1129,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX9428,1299,Plain Rice,Bhuna - Chicken,,,,,,,
ORDX9429,350,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,,,,
ORDX9430,918,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9431,915,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,,
ORDX9432,1167,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,
ORDX9433,440,Bhuna - Chicken,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX9434,1053,Bhuna - Chicken,Lamb Biryani,,,,,,,
ORDX9435,1218,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,
ORDX9436,984,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,,,,,
ORDX9437,533,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX9438,999,Plain Rice, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX9439,1288,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9440,452,Plain Rice, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9441,1192, ,Curry,Vindaloo - Prawn,,,,,,
ORDX9442,320,Bhuna - Chicken, ,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX9443,340,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9444,1360,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX9445,491,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9446,1326,Plain Rice,Bhuna - Chicken,Lamb Biryani,,,,,,
ORDX9447,656,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,
ORDX9448,1282,House white wine 75cl,Special Fried Rice,,,,,,,
ORDX9449,972,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX9450,530,Bhuna - Chicken,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX9451,736,Plain Rice,Special Fried Rice,Curry,,,,,,
ORDX9452,1175,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9453,768,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,
ORDX9454,960,Special Fried Rice,Vindaloo - Prawn,,,,,,,
ORDX9455,1165,Plain Rice,Chicken Tikka Balti,Curry,,,,,,
ORDX9456,730,Plain Rice,Bhuna - Chicken,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9457,408,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9458,813,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9459,963,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX9460,609, ,Special Fried Rice,,,,,,,
ORDX9461,326,Plain Rice,Chicken Tikka Balti, ,Vindaloo - Prawn,,,,,
ORDX9462,1141,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9463,959,Plain Rice, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,,,
ORDX9464,1150,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Vindaloo - Prawn,,
ORDX9465,1169,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX9466,738,Bhuna - Chicken,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX9467,663,House white wine 75cl,Curry,,,,,,,
ORDX9468,821,Bhuna - Chicken,Curry,Lamb Biryani,,,,,,
ORDX9469,1266,Curry,Korma - Lamb,,,,,,,
ORDX9470,651,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,,,,,
ORDX9471,1220,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX9472,1387,Plain Rice,Chicken Tikka Balti,,,,,,,
ORDX9473,594,Bhuna - Chicken,Special Fried Rice,Curry,,,,,,
ORDX9474,1008,Plain Rice,Chicken Tikka Balti,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9475,582,Lamb Biryani,Korma - Lamb,,,,,,,
ORDX9476,934,Plain Rice,Chicken Tikka Balti,Korma - Lamb,,,,,,
ORDX9477,1386,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX9478,1145,Plain Rice,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9479,1300,Plain Rice,Bhuna - Chicken,House white wine 75cl,Curry,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9480,1242,Plain Rice, ,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX9481,475,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9482,1243,Lamb Biryani,Korma - Lamb,,,,,,,
ORDX9483,897,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,,,,
ORDX9484,650,Plain Rice,Bhuna - Chicken,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9485,1220,Bhuna - Chicken,Vindaloo - Prawn,,,,,,,
ORDX9486,1124,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,
ORDX9487,1116,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,Korma - Lamb,,
ORDX9488,1242,Plain Rice,Bhuna - Chicken,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX9489,683,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9490,1015,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Vindaloo - Prawn,,,
ORDX9491,473,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9492,1324,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX9493,381,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX9494,1158,Plain Rice,Bhuna - Chicken,Curry,,,,,,
ORDX9495,944,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,
ORDX9496,785, ,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX9497,602,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX9498,1044,Special Fried Rice,Lamb Biryani,,,,,,,
ORDX9499,1233,Curry,Korma - Lamb,,,,,,,
ORDX9500,934,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9501,807,Bhuna - Chicken,Special Fried Rice,,,,,,,
ORDX9502,391,Bhuna - Chicken,Vindaloo - Prawn,,,,,,,
ORDX9503,767,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb
ORDX9504,592,Bhuna - Chicken, ,Special Fried Rice,Vindaloo - Prawn,,,,,
ORDX9505,641,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,,
ORDX9506,1029,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,,
ORDX9507,1371,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,,,,
ORDX9508,926,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,,,,
ORDX9509,933,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,,,,,
ORDX9510,872,Plain Rice,Chicken Tikka Balti,Curry,Korma - Lamb,,,,,
ORDX9511,337,Plain Rice,House white wine 75cl,Vindaloo - Prawn,,,,,,
ORDX9512,1356,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9513,413,Bhuna - Chicken, ,Curry,Korma - Lamb,,,,,
ORDX9514,873,Plain Rice,Chicken Tikka Balti,Lamb Biryani,,,,,,
ORDX9515,1035,Bhuna - Chicken, ,House white wine 75cl,Vindaloo - Prawn,,,,,
ORDX9516,474,Plain Rice,Chicken Tikka Balti,Special Fried Rice,,,,,,
ORDX9517,1245,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX9518,579,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX9519,483,Plain Rice, ,House white wine 75cl,Special Fried Rice,,,,,
ORDX9520,469,Plain Rice,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9521,699,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,
ORDX9522,820,Plain Rice,House white wine 75cl,Curry,,,,,,
ORDX9523,345,Bhuna - Chicken, ,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9524,842,Bhuna - Chicken,Chicken Tikka Balti,,,,,,,
ORDX9525,1232,Bhuna - Chicken,House white wine 75cl,Korma - Lamb,,,,,,
ORDX9526,1233,Plain Rice,Vindaloo - Prawn,,,,,,,
ORDX9527,750,Plain Rice,Chicken Tikka Balti,Curry,Lamb Biryani,,,,,
ORDX9528,788,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Korma - Lamb,,,,
ORDX9529,618,Plain Rice,Chicken Tikka Balti, ,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX9530,332,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,,,,
ORDX9531,1030,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX9532,703,Chicken Tikka Balti,Special Fried Rice,,,,,,,
ORDX9533,1151,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX9534,350,Chicken Tikka Balti,Curry,Lamb Biryani,,,,,,
ORDX9535,876,Bhuna - Chicken,Lamb Biryani,,,,,,,
ORDX9536,795,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9537,1146,Bhuna - Chicken,Chicken Tikka Balti,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9538,435,Bhuna - Chicken,House white wine 75cl,Curry,Korma - Lamb,,,,,
ORDX9539,552,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,,,
ORDX9540,1230,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,
ORDX9541,978,Chicken Tikka Balti, ,Special Fried Rice,Curry,Korma - Lamb,,,,
ORDX9542,632,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Curry,Vindaloo - Prawn,,,
ORDX9543,643,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX9544,1306,Plain Rice,Curry,,,,,,,
ORDX9545,1338,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9546,1204,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,
ORDX9547,322,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX9548,675,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9549,517, ,Curry,Lamb Biryani,Korma - Lamb,,,,,
ORDX9550,431,Plain Rice,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,,,
ORDX9551,584,Plain Rice,Bhuna - Chicken,Korma - Lamb,,,,,,
ORDX9552,1021,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,,,,,,
ORDX9553,971,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX9554,811, ,Curry,,,,,,,
ORDX9555,1131,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9556,1254,Bhuna - Chicken,Chicken Tikka Balti, ,,,,,,
ORDX9557,739,Plain Rice,Bhuna - Chicken,House white wine 75cl,Curry,Korma - Lamb,,,,
ORDX9558,381,Plain Rice,Bhuna - Chicken, ,Curry,Vindaloo - Prawn,,,,
ORDX9559,475,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Korma - Lamb,,,,
ORDX9560,756,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,,,,
ORDX9561,326,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Vindaloo - Prawn,,,
ORDX9562,586,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,,,,,
ORDX9563,767,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9564,911,Bhuna - Chicken,Chicken Tikka Balti, ,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9565,332,Plain Rice,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,,,,
ORDX9566,637, ,House white wine 75cl,Lamb Biryani,Korma - Lamb,,,,,
ORDX9567,619,Bhuna - Chicken,Chicken Tikka Balti,Special Fried Rice,Lamb Biryani,,,,,
ORDX9568,810,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,
ORDX9569,431,Special Fried Rice,Curry,Korma - Lamb,,,,,,
ORDX9570,1290,Bhuna - Chicken,Lamb Biryani,Korma - Lamb,,,,,,
ORDX9571,429,Curry,Lamb Biryani,,,,,,,
ORDX9572,1015,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9573,1006,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,
ORDX9574,1094,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,,,
ORDX9575,866,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX9576,1277,Plain Rice,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,,,
ORDX9577,1033,Plain Rice,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,
ORDX9578,853,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX9579,1349,Bhuna - Chicken, ,,,,,,,
ORDX9580,1072,Plain Rice,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX9581,887, ,Curry,,,,,,,
ORDX9582,976,Bhuna - Chicken,House white wine 75cl,Special Fried Rice,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9583,570,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,
ORDX9584,922,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,,
ORDX9585,440,Bhuna - Chicken, ,House white wine 75cl,Curry,Lamb Biryani,Vindaloo - Prawn,,,
ORDX9586,1019,Plain Rice,Chicken Tikka Balti, ,Vindaloo - Prawn,Korma - Lamb,,,,
ORDX9587,1323,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,,,
ORDX9588,571,House white wine 75cl,Lamb Biryani,,,,,,,
ORDX9589,1309,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,Vindaloo - Prawn,Korma - Lamb,,,
ORDX9590,1154,Bhuna - Chicken, ,House white wine 75cl,Special Fried Rice,Curry,Lamb Biryani,,,
ORDX9591,355,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Lamb Biryani,,,,,
ORDX9592,1381,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX9593,1290,Chicken Tikka Balti,Special Fried Rice,Curry,,,,,,
ORDX9594,566,Bhuna - Chicken,Vindaloo - Prawn,Korma - Lamb,,,,,,
ORDX9595,880,Bhuna - Chicken,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,,
ORDX9596,506,Bhuna - Chicken,Chicken Tikka Balti, ,Special Fried Rice,Curry,Lamb Biryani,Vindaloo - Prawn,,
ORDX9597,485,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti,House white wine 75cl,Special Fried Rice,Lamb Biryani,Korma - Lamb,,
ORDX9598,815, ,Korma - Lamb,,,,,,,
ORDX9599,1368,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Curry,Lamb Biryani,,
ORDX9600,746,Plain Rice,Bhuna - Chicken, ,Special Fried Rice,Curry,Korma - Lamb,,,
ORDX9601,673,Plain Rice,Chicken Tikka Balti,Special Fried Rice,Curry,Lamb Biryani,Korma - Lamb,,,
ORDX9602,567,Plain Rice,Bhuna - Chicken,Chicken Tikka Balti, ,House white wine 75cl,Special Fried Rice,Vindaloo - Prawn,Korma - Lamb,
ORDX9603,916, ,House white wine 75cl,Vindaloo - Prawn,Korma - Lamb,,,,,
